model,auc,precision,accuracy,n,n_p,n_n,week,feat_type,course
bn,0.527344018415447,0.565493428380486,0.5714285714285711,9604,5292,4312,10,sum,calcsing
tree,0.8338615749330041,0.802408493107273,0.846418159100375,9604,5292,4312,10,sum,calcsing
ensemble,0.8331658420944129,0.8036056158264201,0.845272802998751,9604,5292,4312,10,sum,calcsing
bn,0.8963192397158891,0.835990888382688,0.892901618929016,803,381,422,8,appended,calcsing
tree,0.903810749959573,0.8428246013667429,0.9003735990037359,803,381,422,8,appended,calcsing
ensemble,0.895809232376759,0.8422273781902551,0.892901618929016,803,381,422,8,appended,calcsing
bn,0.958227251746805,0.4162679425837321,0.945472462498631,9133,358,8775,11,only,calcsing
tree,0.551876044501743,0.644067796610169,0.9626628709076972,9133,358,8775,11,only,calcsing
ensemble,0.573310732305146,0.5934065934065931,0.9626628709076972,9133,358,8775,11,only,calcsing
bn,0.90647617919519,0.529610829103215,0.849799196787149,3735,631,3104,3,appended,calcsing
tree,0.879837579851978,0.631090487238979,0.891566265060241,3735,631,3104,3,appended,calcsing
ensemble,0.8711733339323929,0.6396614268440151,0.8929049531459171,3735,631,3104,3,appended,calcsing
bn,0.525369972464944,0.0413529193926676,0.14715865542538,9133,358,8775,11,appended,calcsing
tree,0.811056200162345,0.683734939759036,0.974159640862805,9133,358,8775,11,appended,calcsing
ensemble,0.7932986359802,0.685897435897436,0.973502682579656,9133,358,8775,11,appended,calcsing
bn,0.501515331296412,0.324675324675325,0.6556359875904859,1934,612,1322,6,sum,calcsing
tree,0.5395642371926079,0.7058823529411771,0.701654601861427,1934,612,1322,6,sum,calcsing
ensemble,0.643794557661693,0.60774818401937,0.7295760082730091,1934,612,1322,6,sum,calcsing
bn,0.8917531690855309,0.452771272443404,0.8626981201621821,10852,1248,9604,1,only,calcsing
tree,0.794232871720117,0.557142857142857,0.9004791743457429,10852,1248,9604,1,only,calcsing
ensemble,0.7914962982838349,0.5581555402615279,0.900571323258386,10852,1248,9604,1,only,calcsing
bn,0.5448499373158471,0.7480916030534351,0.586438746438746,8775,3954,4821,12,appended,calcsing
tree,1.0,1.0,1.0,8775,3954,4821,12,appended,calcsing
ensemble,1.0,1.0,1.0,8775,3954,4821,12,appended,calcsing
bn,0.638575835603488,0.7897727272727271,0.652552926525529,803,381,422,8,only,calcsing
tree,0.908385267007501,0.836283185840708,0.904109589041096,803,381,422,8,only,calcsing
ensemble,0.893057058625966,0.8430913348946141,0.89041095890411,803,381,422,8,only,calcsing
bn,0.531824955905835,0.5838326871107979,0.589182086937479,9133,5179,3954,11,sum,calcsing
tree,0.832998360270354,0.8059510478323471,0.8517464141027041,9133,5179,3954,11,sum,calcsing
ensemble,0.8337624084580321,0.809054163298302,0.8515274280083209,9133,5179,3954,11,sum,calcsing
bn,0.516339646945699,0.29565217391304305,0.7895397489539749,2390,456,1934,5,sum,calcsing
tree,0.5,,0.8092050209205021,2390,456,1934,5,sum,calcsing
ensemble,0.5,,0.8092050209205021,2390,456,1934,5,sum,calcsing
bn,0.891812923887077,0.624848484848485,0.860194980294545,4821,1086,3735,2,only,calcsing
tree,0.8156900160494649,0.7264150943396228,0.874299937772246,4821,1086,3735,2,only,calcsing
ensemble,0.8123495824920308,0.72822966507177,0.8736776602364651,4821,1086,3735,2,only,calcsing
bn,0.90264440750241,0.547000895255148,0.859170013386881,3735,631,3104,3,only,calcsing
tree,0.854153987697486,0.657030223390276,0.8950468540829991,3735,631,3104,3,only,calcsing
ensemble,0.8476667803519209,0.656417112299465,0.893708165997323,3735,631,3104,3,only,calcsing
bn,0.510495700556399,1.0,0.558860398860399,8775,3954,4821,12,only,calcsing
tree,1.0,1.0,1.0,8775,3954,4821,12,only,calcsing
ensemble,1.0,1.0,1.0,8775,3954,4821,12,only,calcsing
bn,0.546959242815364,0.258652094717668,0.760107095046854,3735,631,3104,3,sum,calcsing
tree,0.5500997128596401,0.582677165354331,0.8366800535475231,3735,631,3104,3,sum,calcsing
ensemble,0.578173503439149,0.5333333333333329,0.835073627844712,3735,631,3104,3,sum,calcsing
bn,0.630134899147944,0.5,0.769974226804124,3104,714,2390,4,appended,calcsing
tree,0.850124233793936,0.7191867852604829,0.881121134020619,3104,714,2390,4,appended,calcsing
ensemble,0.8432579726451249,0.7189119170984459,0.878865979381443,3104,714,2390,4,appended,calcsing
bn,0.8921115722527421,0.442825112107623,0.9403373594335692,9604,471,9133,10,only,calcsing
tree,0.5,,0.950957934194086,9604,471,9133,10,only,calcsing
ensemble,0.5,,0.950957934194086,9604,471,9133,10,only,calcsing
bn,0.5213494602862071,0.3348214285714289,0.746134020618557,3104,714,2390,4,sum,calcsing
tree,0.5,,0.769974226804124,3104,714,2390,4,sum,calcsing
ensemble,0.5,,0.769974226804124,3104,714,2390,4,sum,calcsing
bn,0.6151445561250529,0.43586956521739095,0.7502592823065749,4821,1086,3735,2,sum,calcsing
tree,0.601626764886434,0.618390804597701,0.7961003941091059,4821,1086,3735,2,sum,calcsing
ensemble,0.6014928960778659,0.61697247706422,0.7958929682638459,4821,1086,3735,2,sum,calcsing
bn,0.5,,0.879915673396578,12333,1481,10852,0,appended,calcsing
tree,0.8238067680234191,0.517419962335217,0.8859158355631229,12333,1481,10852,0,appended,calcsing
ensemble,0.8238067680234191,0.517419962335217,0.8859158355631229,12333,1481,10852,0,appended,calcsing
bn,0.5,,0.879915673396578,12333,1481,10852,0,only,calcsing
tree,0.8238067680234191,0.517419962335217,0.8859158355631229,12333,1481,10852,0,only,calcsing
ensemble,0.8238067680234191,0.517419962335217,0.8859158355631229,12333,1481,10852,0,only,calcsing
bn,0.852650345405116,0.7553017944535071,0.844175491679274,1322,519,803,7,appended,calcsing
tree,0.887590370407696,0.8067796610169491,0.8812405446293491,1322,519,803,7,appended,calcsing
ensemble,0.8845238352325221,0.8164335664335659,0.8812405446293491,1322,519,803,7,appended,calcsing
bn,0.68392364701827,0.5442708333333329,0.823430962343096,2390,456,1934,5,only,calcsing
tree,0.865691730619206,0.7,0.897907949790795,2390,456,1934,5,only,calcsing
ensemble,0.864595239391136,0.699432892249527,0.8974895397489541,2390,456,1934,5,only,calcsing
bn,0.8953792957528379,0.452472952086553,0.862329524511611,10852,1248,9604,1,appended,calcsing
tree,0.7327494086331551,0.60418648905804,0.9051787688905272,10852,1248,9604,1,appended,calcsing
ensemble,0.713197258887857,0.607105538140021,0.903888684113527,10852,1248,9604,1,appended,calcsing
bn,0.8935832073415141,0.656804733727811,0.872422680412371,3104,714,2390,4,only,calcsing
tree,0.8393932468384839,0.72958500669344,0.880476804123711,3104,714,2390,4,only,calcsing
ensemble,0.8418486222941058,0.7265521796565391,0.880476804123711,3104,714,2390,4,only,calcsing
bn,0.535628828333732,0.0527859237536657,0.157017909204498,9604,471,9133,10,appended,calcsing
tree,0.8328808318124029,0.6903225806451609,0.9693877551020408,9604,471,9133,10,appended,calcsing
ensemble,0.7798903814193789,0.687022900763359,0.9662640566430648,9604,471,9133,10,appended,calcsing
bn,0.5,,0.879915673396578,12333,1481,10852,0,sum,calcsing
tree,0.8238067680234191,0.517419962335217,0.8859158355631229,12333,1481,10852,0,sum,calcsing
ensemble,0.8238067680234191,0.517419962335217,0.8859158355631229,12333,1481,10852,0,sum,calcsing
bn,0.8667428654366008,0.616352201257862,0.871129707112971,2390,456,1934,5,appended,calcsing
tree,0.8720030751646439,0.682795698924731,0.894560669456067,2390,456,1934,5,appended,calcsing
ensemble,0.864969429779205,0.67262969588551,0.889958158995816,2390,456,1934,5,appended,calcsing
bn,0.8927962309643729,0.6079907353792701,0.8521053723293921,4821,1086,3735,2,appended,calcsing
tree,0.8641638376711259,0.7058823529411771,0.883634100808961,4821,1086,3735,2,appended,calcsing
ensemble,0.8529965164525509,0.703137570394208,0.8794855839037541,4821,1086,3735,2,appended,calcsing
bn,0.896860760587105,0.76218611521418,0.875945537065053,1322,519,803,7,only,calcsing
tree,0.887707944917542,0.8,0.8797276853252651,1322,519,803,7,only,calcsing
ensemble,0.887707944917542,0.8,0.8797276853252651,1322,519,803,7,only,calcsing
bn,0.894129512621993,0.7025761124121779,0.862461220268873,1934,612,1322,6,only,calcsing
tree,0.897743565403973,0.76797829036635,0.887797311271975,1934,612,1322,6,only,calcsing
ensemble,0.894793242561775,0.769547325102881,0.886763185108583,1934,612,1322,6,only,calcsing
bn,0.8597350930167991,0.350310926858158,0.791835606339845,10852,1248,9604,1,sum,calcsing
tree,0.57526377898098,0.573002754820937,0.889882049391817,10852,1248,9604,1,sum,calcsing
ensemble,0.574743162571151,0.557640750670241,0.888960560265389,10852,1248,9604,1,sum,calcsing
bn,0.7417652473535591,0.6673306772908371,0.734744707347447,803,381,422,8,sum,calcsing
tree,0.7539587764799541,0.671179883945841,0.745952677459527,803,381,422,8,sum,calcsing
ensemble,0.7539587764799541,0.671179883945841,0.745952677459527,803,381,422,8,sum,calcsing
bn,0.619723532378156,0.576623376623377,0.71406411582213,1934,612,1322,6,appended,calcsing
tree,0.8699348877221089,0.783987915407855,0.8779731127197521,1934,612,1322,6,appended,calcsing
ensemble,0.8669845648799109,0.785932721712538,0.8769389865563599,1934,612,1322,6,appended,calcsing
bn,0.5727618252362889,0.5299401197604791,0.6225416036308621,1322,519,803,7,sum,calcsing
tree,0.6926218395851781,0.653763440860215,0.715582450832073,1322,519,803,7,sum,calcsing
ensemble,0.6954064358847,0.6460905349794239,0.7148260211800299,1322,519,803,7,sum,calcsing
bn,0.7667787852287958,0.4011434016198189,0.7296226415094341,5300,1018,4282,4,sum,design
tree,0.5,,0.8079245283018871,5300,1018,4282,4,sum,design
ensemble,0.5,,0.8079245283018871,5300,1018,4282,4,sum,design
bn,0.913930296396678,0.630086313193588,0.896022549326652,6386,1086,5300,3,only,design
tree,0.883938809548629,0.684249628528975,0.907610397745067,6386,1086,5300,3,only,design
ensemble,0.8662507383856278,0.692794932699921,0.906201064829314,6386,1086,5300,3,only,design
bn,0.606266928126382,0.391767210787793,0.76222110804713,7978,1592,6386,2,sum,design
tree,0.503614907453018,0.517241379310345,0.8005765856104291,7978,1592,6386,2,sum,design
ensemble,0.504557118508295,0.5625,0.8009526197041871,7978,1592,6386,2,sum,design
bn,0.8750241990139841,0.6382783882783879,0.8621057738961669,10305,2327,7978,1,only,design
tree,0.8330002209557159,0.684110007639419,0.867734109655507,10305,2327,7978,1,only,design
ensemble,0.817843127474642,0.687777329568374,0.8645317806889861,10305,2327,7978,1,only,design
bn,0.8949980091500409,0.610114192495922,0.8681373777889201,7978,1592,6386,2,appended,design
tree,0.823126260019169,0.7075879086983341,0.8848082226121842,7978,1592,6386,2,appended,design
ensemble,0.8150387271465379,0.7032622333751569,0.881674605164202,7978,1592,6386,2,appended,design
bn,0.773973580175489,0.38166752977731705,0.700607192900514,4282,825,3457,5,sum,design
tree,0.5,,0.8073330219523591,4282,825,3457,5,sum,design
ensemble,0.5,,0.8073330219523591,4282,825,3457,5,sum,design
bn,0.500728507020702,0.5714285714285711,0.724416643238684,14228,3923,10305,0,sum,design
tree,0.794613856771973,0.656655290102389,0.821057070565083,14228,3923,10305,0,sum,design
ensemble,0.794613856771973,0.656655290102389,0.821057070565083,14228,3923,10305,0,sum,design
bn,0.5911192188748741,0.318840579710145,0.7673034763545258,6386,1086,5300,3,sum,design
tree,0.5,,0.829940494832446,6386,1086,5300,3,sum,design
ensemble,0.5,,0.829940494832446,6386,1086,5300,3,sum,design
bn,0.5503457613494239,0.20980518090344694,0.296415094339623,5300,1018,4282,4,appended,design
tree,0.864889944566234,0.7313566936208449,0.905094339622642,5300,1018,4282,4,appended,design
ensemble,0.8635091473514108,0.733695652173913,0.9052830188679252,5300,1018,4282,4,appended,design
bn,0.5592073235262989,0.281631230393865,0.38299103268730106,3457,880,2577,6,sum,design
tree,0.518999144530285,0.6056338028169009,0.7497830488863181,3457,880,2577,6,sum,design
ensemble,0.719852850389812,0.514414414414414,0.754700607463118,3457,880,2577,6,sum,design
bn,0.907414731638047,0.638980263157895,0.8862680990191499,4282,825,3457,5,only,design
tree,0.8868577589607379,0.708,0.9044838860345632,4282,825,3457,5,only,design
ensemble,0.872952901885502,0.7123430962343101,0.9021485287248948,4282,825,3457,5,only,design
bn,0.5584715754753591,0.27990746860542,0.36013884871275703,3457,880,2577,6,appended,design
tree,0.867666111052316,0.7293307086614169,0.8802429852473241,3457,880,2577,6,appended,design
ensemble,0.866155589656754,0.729249011857708,0.879664448944171,3457,880,2577,6,appended,design
bn,0.876286506845264,0.635539437896645,0.861232411450752,10305,2327,7978,1,appended,design
tree,0.798630430072902,0.69485614646905,0.860941290635614,10305,2327,7978,1,appended,design
ensemble,0.788907678324244,0.69683257918552,0.8586123241145072,10305,2327,7978,1,appended,design
bn,0.8121280125415798,0.488328664799253,0.7644832605531301,10305,2327,7978,1,sum,design
tree,0.5765913470897571,0.6645468998410171,0.7942746239689471,10305,2327,7978,1,sum,design
ensemble,0.581676506611488,0.6498559077809799,0.7943716642406601,10305,2327,7978,1,sum,design
bn,0.906802955488732,0.628013029315961,0.882075471698113,5300,1018,4282,4,only,design
tree,0.871784524977312,0.67859984089101,0.8926415094339621,5300,1018,4282,4,only,design
ensemble,0.852996368955256,0.6892123287671229,0.8913207547169809,5300,1018,4282,4,only,design
bn,0.8882959071901949,0.6351232394366201,0.877412885434946,7978,1592,6386,2,only,design
tree,0.857001201592051,0.6734375,0.8839308097267491,7978,1592,6386,2,only,design
ensemble,0.8326487983292601,0.6771830985915489,0.879293055903735,7978,1592,6386,2,only,design
bn,0.546758881847109,0.209045490402314,0.290518449322746,4282,825,3457,5,appended,design
tree,0.8847438223718241,0.752183406113537,0.915226529659038,4282,825,3457,5,appended,design
ensemble,0.882898116250734,0.754405286343612,0.915226529659038,4282,825,3457,5,appended,design
bn,0.501457014041403,0.5714285714285711,0.724557211132977,14228,3923,10305,0,only,design
tree,0.794613856771973,0.656655290102389,0.821057070565083,14228,3923,10305,0,only,design
ensemble,0.794613856771973,0.656655290102389,0.821057070565083,14228,3923,10305,0,only,design
bn,0.5005467327569539,0.4,0.723924655608659,14228,3923,10305,0,appended,design
tree,0.794613856771973,0.656655290102389,0.821057070565083,14228,3923,10305,0,appended,design
ensemble,0.794613856771973,0.656655290102389,0.821057070565083,14228,3923,10305,0,appended,design
bn,0.908802772855207,0.570342205323194,0.8704979642969001,6386,1086,5300,3,appended,design
tree,0.8593140831856559,0.7255574614065179,0.9123081741309108,6386,1086,5300,3,appended,design
ensemble,0.856396851871156,0.7316433566433571,0.9129345443156908,6386,1086,5300,3,appended,design
bn,0.872528398066815,0.641838351822504,0.849002024877061,3457,880,2577,6,only,design
tree,0.847266245105302,0.67877094972067,0.85652299681805,3457,880,2577,6,only,design
ensemble,0.836401779729777,0.6872549019607839,0.8559444605148969,3457,880,2577,6,only,design
bn,0.867909024402989,0.529735132433783,0.8573690460482909,7579,1200,6379,1,appended,globaltrends
tree,0.7832840831896329,0.656794425087108,0.8891674363372479,7579,1200,6379,1,appended,globaltrends
ensemble,0.775062117886816,0.665753424657534,0.889563266921757,7579,1200,6379,1,appended,globaltrends
bn,0.5744372458848139,0.217895075635661,0.37155042649272496,3986,752,3234,5,sum,globaltrends
tree,0.5,,0.8113396889111891,3986,752,3234,5,sum,globaltrends
ensemble,0.5,,0.8113396889111891,3986,752,3234,5,sum,globaltrends
bn,0.8709123687098291,0.516993776926759,0.8510357566961341,7579,1200,6379,1,only,globaltrends
tree,0.826675288707739,0.608458390177353,0.88362580815411,7579,1200,6379,1,only,globaltrends
ensemble,0.8149673407535141,0.61671469740634,0.8844174693231299,7579,1200,6379,1,only,globaltrends
bn,0.810789047395098,0.386206896551724,0.7589391740335141,7579,1200,6379,1,sum,globaltrends
tree,0.509240933793175,0.625,0.842987201477768,7579,1200,6379,1,sum,globaltrends
ensemble,0.689752900141088,0.468446601941748,0.8313761709988129,7579,1200,6379,1,sum,globaltrends
bn,0.568182604633459,0.17478152309613,0.29314370621948604,4711,725,3986,4,appended,globaltrends
tree,0.826885132446321,0.681578947368421,0.9046911483761412,4711,725,3986,4,appended,globaltrends
ensemble,0.8215578663252421,0.713475177304965,0.909997877308427,4711,725,3986,4,appended,globaltrends
bn,0.5,,0.7590385578367551,9985,2406,7579,0,sum,globaltrends
tree,0.822686324168468,0.630327056491576,0.838057085628443,9985,2406,7579,0,sum,globaltrends
ensemble,0.822676425661886,0.6308303010254711,0.838257386079119,9985,2406,7579,0,sum,globaltrends
bn,0.7113235981106291,0.25814234016887805,0.590745064742093,4711,725,3986,4,sum,globaltrends
tree,0.5,,0.8461048609637021,4711,725,3986,4,sum,globaltrends
ensemble,0.5,,0.8461048609637021,4711,725,3986,4,sum,globaltrends
bn,0.5,,0.7590385578367551,9985,2406,7579,0,only,globaltrends
tree,0.822686324168468,0.630327056491576,0.838057085628443,9985,2406,7579,0,only,globaltrends
ensemble,0.8217132269383721,0.6299238662694471,0.8376564847270909,9985,2406,7579,0,only,globaltrends
bn,0.8814187958693149,0.503019323671498,0.8585985264147991,6379,912,5467,2,appended,globaltrends
tree,0.8051663249031671,0.6801801801801801,0.907195485185766,6379,912,5467,2,appended,globaltrends
ensemble,0.8002326157904359,0.681192660550459,0.9065684276532372,6379,912,5467,2,appended,globaltrends
bn,0.8057217908728291,0.374515503875969,0.775826932121022,6379,912,5467,2,sum,globaltrends
tree,0.5,,0.857030882583477,6379,912,5467,2,sum,globaltrends
ensemble,0.5,,0.857030882583477,6379,912,5467,2,sum,globaltrends
bn,0.850555219129021,0.4368421052631579,0.805349182763744,4711,725,3986,4,only,globaltrends
tree,0.8372887866152221,0.6284403669724771,0.8936531521969859,4711,725,3986,4,only,globaltrends
ensemble,0.831646625257366,0.631455399061033,0.8936531521969859,4711,725,3986,4,only,globaltrends
bn,0.5,,0.7590385578367551,9985,2406,7579,0,appended,globaltrends
tree,0.822686324168468,0.630327056491576,0.838057085628443,9985,2406,7579,0,appended,globaltrends
ensemble,0.822752295932553,0.6305353602115,0.838157235853781,9985,2406,7579,0,appended,globaltrends
bn,0.5754498926861479,0.16058063052846394,0.31424913115054,5467,756,4711,3,appended,globaltrends
tree,0.8322346438988342,0.6493506493506489,0.9079934150356692,5467,756,4711,3,appended,globaltrends
ensemble,0.8015578197598999,0.6552631578947371,0.90488384854582,5467,756,4711,3,appended,globaltrends
bn,0.577373090560312,0.16316958775610998,0.36253886958112297,5467,756,4711,3,sum,globaltrends
tree,0.5,,0.8617157490396931,5467,756,4711,3,sum,globaltrends
ensemble,0.5,,0.8617157490396931,5467,756,4711,3,sum,globaltrends
bn,0.87073004866467,0.488052136133237,0.85567953173587,5467,756,4711,3,only,globaltrends
tree,0.820722973026093,0.5823591923485649,0.890067678800073,5467,756,4711,3,only,globaltrends
ensemble,0.8116022783556209,0.587389380530973,0.8906164258276931,5467,756,4711,3,only,globaltrends
bn,0.54920911788313,0.2057484348321,0.292523833416959,3986,752,3234,5,appended,globaltrends
tree,0.8345849945394019,0.7100893997445721,0.8938785750125441,3986,752,3234,5,appended,globaltrends
ensemble,0.8350488164317951,0.712820512820513,0.894631209232313,3986,752,3234,5,appended,globaltrends
bn,0.8144663087672209,0.423500611995104,0.74862017059709,3986,752,3234,5,only,globaltrends
tree,0.808948966433769,0.653514180024661,0.873808329152032,3986,752,3234,5,only,globaltrends
ensemble,0.8068613567283779,0.657894736842105,0.8745609633718009,3986,752,3234,5,only,globaltrends
bn,0.862683477259089,0.482057416267943,0.8476250195955479,6379,912,5467,2,only,globaltrends
tree,0.8342113085209821,0.614066726780884,0.896692271515912,6379,912,5467,2,only,globaltrends
ensemble,0.8281826124209369,0.6224299065420561,0.898103150964101,6379,912,5467,2,only,globaltrends
bn,0.6021875806704821,0.12404394381866198,0.341773460107482,19352,1924,17428,7,appended,marketing
tree,0.6462888357540639,0.629707112970711,0.9133939644481188,19352,1924,17428,7,appended,marketing
ensemble,0.645855153629999,0.630914826498423,0.9134456386936752,19352,1924,17428,7,appended,marketing
bn,0.806719138714289,0.4084374016161189,0.8156543936072809,36041,4899,31142,3,only,marketing
tree,0.5,,0.8640714741544351,36041,4899,31142,3,only,marketing
ensemble,0.5,,0.8640714741544351,36041,4899,31142,3,only,marketing
bn,0.7978225430833721,0.389084852047815,0.7445783132530122,26560,4520,22040,5,only,marketing
tree,0.5,,0.8298192771084342,26560,4520,22040,5,only,marketing
ensemble,0.5,,0.8298192771084342,26560,4520,22040,5,only,marketing
bn,0.804086560828585,0.25621187323315,0.731242248863167,19352,1924,17428,7,only,marketing
tree,0.5,,0.9005787515502272,19352,1924,17428,7,only,marketing
ensemble,0.5,,0.9005787515502272,19352,1924,17428,7,only,marketing
bn,0.802730876222957,0.350672215108835,0.793375680580762,22040,2688,19352,6,only,marketing
tree,0.5,,0.8780399274047191,22040,2688,19352,6,only,marketing
ensemble,0.5,,0.8780399274047191,22040,2688,19352,6,only,marketing
bn,0.666734821543176,0.166204345815996,0.6021083092186851,19352,1924,17428,7,sum,marketing
tree,0.5,,0.9005787515502272,19352,1924,17428,7,sum,marketing
ensemble,0.5,,0.9005787515502272,19352,1924,17428,7,sum,marketing
bn,0.5025153675897039,0.253968253968254,0.8447871609330151,49474,7524,41950,1,sum,marketing
tree,0.5,,0.847920119658811,49474,7524,41950,1,sum,marketing
ensemble,0.500006859258161,0.166666666666667,0.847839269111048,49474,7524,41950,1,sum,marketing
bn,0.8364576763092941,0.367214418234826,0.7635995232419549,41950,5909,36041,2,appended,marketing
tree,0.7010567880118139,0.6439132577624449,0.886984505363528,41950,5909,36041,2,appended,marketing
ensemble,0.701126153456724,0.644707623982235,0.887103694874851,41950,5909,36041,2,appended,marketing
bn,0.822427015425621,0.365438704808946,0.7656257449344459,41950,5909,36041,2,only,marketing
tree,0.5,,0.8591418355184741,41950,5909,36041,2,only,marketing
ensemble,0.5,,0.8591418355184741,41950,5909,36041,2,only,marketing
bn,0.7655093910055959,0.515613263225668,0.8538019970085301,49474,7524,41950,1,appended,marketing
tree,0.7273451502668621,0.580307056392087,0.8699114686502,49474,7524,41950,1,appended,marketing
ensemble,0.727547772436111,0.5817670563859699,0.8702550834781909,49474,7524,41950,1,appended,marketing
bn,0.5741571589719859,0.21974442495615096,0.7092030055873101,31142,4582,26560,4,sum,marketing
tree,0.5,,0.8528675101149571,31142,4582,26560,4,sum,marketing
ensemble,0.6201054216867471,0.185041595993862,0.3520005137756079,31142,4582,26560,4,sum,marketing
bn,0.5,,0.8497475181202979,58222,8748,49474,0,only,marketing
tree,0.5,,0.8497475181202979,58222,8748,49474,0,only,marketing
ensemble,0.5,,0.8497475181202979,58222,8748,49474,0,only,marketing
bn,0.518818086951698,0.21226641111643504,0.830748314419689,36041,4899,31142,3,sum,marketing
tree,0.5,,0.8640714741544351,36041,4899,31142,3,sum,marketing
ensemble,0.5,,0.8640714741544351,36041,4899,31142,3,sum,marketing
bn,0.5,,0.8497475181202979,58222,8748,49474,0,appended,marketing
tree,0.5,,0.8497475181202979,58222,8748,49474,0,appended,marketing
ensemble,0.5,,0.8497475181202979,58222,8748,49474,0,appended,marketing
bn,0.669709910628162,0.208658008658009,0.633756805807623,22040,2688,19352,6,sum,marketing
tree,0.5,,0.8780399274047191,22040,2688,19352,6,sum,marketing
ensemble,0.5,,0.8780399274047191,22040,2688,19352,6,sum,marketing
bn,0.578254741981594,0.24058527224754106,0.666942771084337,26560,4520,22040,5,sum,marketing
tree,0.5,,0.8298192771084342,26560,4520,22040,5,sum,marketing
ensemble,0.5,,0.8298192771084342,26560,4520,22040,5,sum,marketing
bn,0.596194376365677,0.148922273024167,0.341515426497278,22040,2688,19352,6,appended,marketing
tree,0.6788854726470991,0.659452577975812,0.900771324863884,22040,2688,19352,6,appended,marketing
ensemble,0.678353274055592,0.6592214422463311,0.90068058076225,22040,2688,19352,6,appended,marketing
bn,0.6102265791882819,0.210372818743013,0.381137048192771,26560,4520,22040,5,appended,marketing
tree,0.742404598236513,0.671259300082667,0.876618975903614,26560,4520,22040,5,appended,marketing
ensemble,0.7420556751200551,0.672475795297372,0.876769578313253,26560,4520,22040,5,appended,marketing
bn,0.801233965214853,0.336251907783758,0.72195106287329,31142,4582,26560,4,only,marketing
tree,0.5,,0.8528675101149571,31142,4582,26560,4,only,marketing
ensemble,0.5,,0.8528675101149571,31142,4582,26560,4,only,marketing
bn,0.605031532174091,0.18160060463553895,0.36587245520518896,31142,4582,26560,4,appended,marketing
tree,0.7388071957187109,0.612927377090092,0.8819279429709069,31142,4582,26560,4,appended,marketing
ensemble,0.7382842369039672,0.613420130195293,0.8819600539464391,31142,4582,26560,4,appended,marketing
bn,0.832019873829495,0.348427577865135,0.752809300518854,36041,4899,31142,3,appended,marketing
tree,0.7102135967820279,0.602675059008655,0.885796731500236,36041,4899,31142,3,appended,marketing
ensemble,0.709885627639922,0.603049421661409,0.8858244776782,36041,4899,31142,3,appended,marketing
bn,0.564166311708264,0.213489409141583,0.7366150178784271,41950,5909,36041,2,sum,marketing
tree,0.5,,0.8591418355184741,41950,5909,36041,2,sum,marketing
ensemble,0.5,,0.8591418355184741,41950,5909,36041,2,sum,marketing
bn,0.5,,0.8497475181202979,58222,8748,49474,0,sum,marketing
tree,0.5,,0.8497475181202979,58222,8748,49474,0,sum,marketing
ensemble,0.5,,0.8497475181202979,58222,8748,49474,0,sum,marketing
bn,0.810892520969053,0.40311352993292,0.7860290253466469,49474,7524,41950,1,only,marketing
tree,0.5,,0.847920119658811,49474,7524,41950,1,only,marketing
ensemble,0.4999761620977349,0.0,0.847879694384929,49474,7524,41950,1,only,marketing
bn,0.584207797397778,0.157238973336656,0.3587842846553,5396,709,4687,7,sum,mythology
tree,0.5,,0.8686063750926609,5396,709,4687,7,sum,mythology
ensemble,0.5,,0.8686063750926609,5396,709,4687,7,sum,mythology
bn,0.762290332397231,0.32672071761255794,0.651664080013795,11598,2031,9567,2,sum,mythology
tree,0.5097937132798479,0.580246913580247,0.826004483531643,11598,2031,9567,2,sum,mythology
ensemble,0.5093536079757179,0.576923076923077,0.8259182617692711,11598,2031,9567,2,sum,mythology
bn,0.7579305876355842,0.262603461249059,0.667851373182552,6190,794,5396,6,sum,mythology
tree,0.5,,0.87172859450727,6190,794,5396,6,sum,mythology
ensemble,0.5,,0.87172859450727,6190,794,5396,6,sum,mythology
bn,0.5590005693054471,0.122226992986976,0.25548060708263104,8302,902,7400,4,appended,mythology
tree,0.8259682687121709,0.6271018793273989,0.9223078776198508,8302,902,7400,4,appended,mythology
ensemble,0.825413944987116,0.6267326732673271,0.922187424716936,8302,902,7400,4,appended,mythology
bn,0.872456089721503,0.414048059149723,0.816901408450704,5396,709,4687,7,only,mythology
tree,0.846822814837908,0.581052631578947,0.897146034099333,5396,709,4687,7,only,mythology
ensemble,0.8445353305951129,0.5823591923485649,0.8973313565604151,5396,709,4687,7,only,mythology
bn,0.7533658660329241,0.32987349983782,0.69472972972973,7400,1210,6190,5,sum,mythology
tree,0.5,,0.8364864864864859,7400,1210,6190,5,sum,mythology
ensemble,0.5,,0.8364864864864859,7400,1210,6190,5,sum,mythology
bn,0.5,,0.74140625,20480,5296,15184,0,sum,mythology
tree,0.785367269251462,0.6102306605994039,0.810009765625,20480,5296,15184,0,sum,mythology
ensemble,0.785367269251462,0.6102306605994039,0.810009765625,20480,5296,15184,0,sum,mythology
bn,0.5761932518688221,0.152611349762605,0.299110452186805,5396,709,4687,7,appended,mythology
tree,0.853905845866624,0.7212449255751009,0.929206819866568,5396,709,4687,7,appended,mythology
ensemble,0.8368266757104771,0.736151603498542,0.928650852483321,5396,709,4687,7,appended,mythology
bn,0.5,,0.74140625,20480,5296,15184,0,only,mythology
tree,0.785367269251462,0.6102306605994039,0.810009765625,20480,5296,15184,0,only,mythology
