model,auc,precision,accuracy,n,n_p,n_n,week,feat_type,course
tree,0.821759847,0.799174691,0.878247261,3195,824,2371,5,appended,modelthinking
ensemble,0.802101547,0.810164425,0.87198748,3195,824,2371,5,appended,modelthinking
bn,0.505390318,0.270488133,0.299451708,2371,636,1735,6,appended,modelthinking
tree,0.826896308,0.785714286,0.873471109,2371,636,1735,6,appended,modelthinking
ensemble,0.802391568,0.821218075,0.869675243,2371,636,1735,6,appended,modelthinking
bn,0.560432082,0.380239521,0.75166255,5263,1147,4116,3,sum,modelthinking
tree,0.5,,0.782063462,5263,1147,4116,3,sum,modelthinking
ensemble,0.5,,0.782063462,5263,1147,4116,3,sum,modelthinking
bn,0.533717126,0.358166189,0.690004218,2371,636,1735,6,sum,modelthinking
tree,0.5,,0.731758752,2371,636,1735,6,sum,modelthinking
ensemble,0.5,,0.731758752,2371,636,1735,6,sum,modelthinking
bn,0.560093788,0.755226481,0.757071547,10818,7902,2916,10,sum,modelthinking
tree,0.735592802,0.837308348,0.855241265,10818,7902,2916,10,sum,modelthinking
ensemble,0.741124688,0.840226568,0.858106859,10818,7902,2916,10,sum,modelthinking
bn,0.513164415,0.353300733,0.376368876,1735,602,1133,7,appended,modelthinking
tree,0.825341682,0.831439394,0.854755043,1735,602,1133,7,appended,modelthinking
ensemble,0.801230379,0.844537815,0.842074928,1735,602,1133,7,appended,modelthinking
bn,0.494450971,0.439338235,0.441306267,1133,501,632,8,appended,modelthinking
tree,0.810230804,0.853080569,0.820829656,1133,501,632,8,appended,modelthinking
ensemble,0.799009576,0.86,0.81200353,1133,501,632,8,appended,modelthinking
bn,0.502059407,0.305555556,0.772837707,4116,921,3195,4,sum,modelthinking
tree,0.5,,0.776239067,4116,921,3195,4,sum,modelthinking
ensemble,0.5,,0.776239067,4116,921,3195,4,sum,modelthinking
bn,0.859873683,0.524687294,0.823060297,13417,2599,10818,1,only,modelthinking
tree,0.806697611,0.633162393,0.864351196,13417,2599,10818,1,only,modelthinking
ensemble,0.806697611,0.633162393,0.864351196,13417,2599,10818,1,only,modelthinking
bn,0.51046525,0.342105263,0.727073552,3195,824,2371,5,sum,modelthinking
tree,0.5,,0.742097027,3195,824,2371,5,sum,modelthinking
ensemble,0.5,,0.742097027,3195,824,2371,5,sum,modelthinking
bn,0.863140187,0.624710425,0.854713314,4116,921,3195,4,only,modelthinking
tree,0.823115821,0.681188119,0.86516035,4116,921,3195,4,only,modelthinking
ensemble,0.809425864,0.689473684,0.863702624,4116,921,3195,4,only,modelthinking
bn,0.509620307,0.057071723,0.088833426,10818,606,10212,10,appended,modelthinking
tree,0.902699891,0.713266762,0.971621372,10818,606,10212,10,appended,modelthinking
ensemble,0.838651771,0.722891566,0.967923831,10818,606,10212,10,appended,modelthinking
bn,0.884186917,0.602343212,0.848396501,4116,921,3195,4,appended,modelthinking
tree,0.771026084,0.744623656,0.864674441,4116,921,3195,4,appended,modelthinking
ensemble,0.780089003,0.743190661,0.867346939,4116,921,3195,4,appended,modelthinking
bn,0.856894632,0.634693878,0.829906798,7296,2033,5263,2,only,modelthinking
tree,0.81352006,0.729411765,0.84964364,7296,2033,5263,2,only,modelthinking
ensemble,0.810987834,0.73019802,0.848821272,7296,2033,5263,2,only,modelthinking
bn,0.5,,0.771535365,17390,3973,13417,0,only,modelthinking
tree,0.812626524,0.609421586,0.834847614,17390,3973,13417,0,only,modelthinking
ensemble,0.80886448,0.60945674,0.834100058,17390,3973,13417,0,only,modelthinking
bn,0.626525151,0.434636402,0.67872807,7296,2033,5263,2,sum,modelthinking
tree,0.500262812,0.375,0.721080044,7296,2033,5263,2,sum,modelthinking
ensemble,0.502040342,0.611111111,0.721902412,7296,2033,5263,2,sum,modelthinking
bn,0.867298631,0.833969466,0.866725508,1133,501,632,8,only,modelthinking
tree,0.81849434,0.837777778,0.826125331,1133,501,632,8,only,modelthinking
ensemble,0.815086599,0.83972912,0.823477493,1133,501,632,8,only,modelthinking
bn,0.5,,0.779635645,106215,23406,82809,0,only,pythonlearn
tree,0.794643373,0.550557313,0.810638799,106215,23406,82809,0,only,pythonlearn
ensemble,0.746111441,0.550870221,0.805667749,106215,23406,82809,0,only,pythonlearn
bn,0.649168207,0.353923511,0.524704171,46733,12625,34108,2,sum,pythonlearn
tree,0.5,,0.729848287,46733,12625,34108,2,sum,pythonlearn
ensemble,0.5,,0.729848287,46733,12625,34108,2,sum,pythonlearn
bn,0.509406303,1,0.795838135,59012,12279,46733,12,only,pythonlearn
tree,1,1,1,59012,12279,46733,12,only,pythonlearn
ensemble,1,1,1,59012,12279,46733,12,only,pythonlearn
bn,0.794864426,0.733582383,0.79376674,8214,4070,4144,8,only,pythonlearn
tree,0.796698403,0.763992948,0.796201607,8214,4070,4144,8,only,pythonlearn
ensemble,0.792694805,0.766216216,0.792305819,8214,4070,4144,8,only,pythonlearn
bn,0.624145558,0.327172348,0.904935555,63620,4608,59012,11,only,pythonlearn
tree,0.901810975,0.484928546,0.923624646,63620,4608,59012,11,only,pythonlearn
ensemble,0.846178627,0.480159824,0.923043068,63620,4608,59012,11,only,pythonlearn
bn,0.586737854,0.786609247,0.769525833,67782,50895,16887,10,sum,pythonlearn
tree,0.735128157,0.858677178,0.834454575,67782,50895,16887,10,sum,pythonlearn
ensemble,0.735128157,0.858677178,0.834454575,67782,50895,16887,10,sum,pythonlearn
bn,0.5716747,0.830962625,0.809619616,63620,51341,12279,11,sum,pythonlearn
tree,0.609312477,0.843088252,0.840364665,63620,51341,12279,11,sum,pythonlearn
ensemble,0.609312477,0.843088252,0.840364665,63620,51341,12279,11,sum,pythonlearn
bn,0.82576587,0.415571776,0.754017595,25575,4556,21019,4,only,pythonlearn
tree,0.760083351,0.557220708,0.844848485,25575,4556,21019,4,only,pythonlearn
ensemble,0.760083351,0.557220708,0.844848485,25575,4556,21019,4,only,pythonlearn
bn,0.573979634,0.20866242,0.904856747,67782,4162,63620,10,only,pythonlearn
tree,0.5,,0.938597268,67782,4162,63620,10,only,pythonlearn
ensemble,0.5,,0.938597268,67782,4162,63620,10,only,pythonlearn
bn,0.810483974,0.396420229,0.729642913,82809,15027,67782,1,appended,pythonlearn
tree,0.709025499,0.607169468,0.849798935,82809,15027,67782,1,appended,pythonlearn
ensemble,0.705048843,0.609053149,0.849605719,82809,15027,67782,1,appended,pythonlearn
bn,0.813982194,0.609724888,0.777138225,12335,4121,8214,7,only,pythonlearn
tree,0.772275062,0.714722364,0.802594244,12335,4121,8214,7,only,pythonlearn
ensemble,0.772216672,0.716295728,0.802999595,12335,4121,8214,7,only,pythonlearn
bn,0.788915971,0.457471264,0.705347719,34108,8533,25575,3,appended,pythonlearn
tree,0.779061125,0.670393034,0.834730855,34108,8533,25575,3,appended,pythonlearn
ensemble,0.777284519,0.672136996,0.834701536,34108,8533,25575,3,appended,pythonlearn
bn,0.798931126,0.50845698,0.738214966,46733,12625,34108,2,only,pythonlearn
tree,0.768210962,0.634367401,0.80788736,46733,12625,34108,2,only,pythonlearn
ensemble,0.76825494,0.634507665,0.807951555,46733,12625,34108,2,only,pythonlearn
bn,0.539532061,0.281764088,0.773098729,25575,4556,21019,4,sum,pythonlearn
tree,0.5,,0.821857283,25575,4556,21019,4,sum,pythonlearn
ensemble,0.5,,0.821857283,25575,4556,21019,4,sum,pythonlearn
bn,0.80611782,0.389607518,0.722071272,82809,15027,67782,1,only,pythonlearn
tree,0.764158896,0.541028053,0.836442899,82809,15027,67782,1,only,pythonlearn
ensemble,0.764158896,0.541028053,0.836442899,82809,15027,67782,1,only,pythonlearn
bn,0.817650032,0.391929541,0.727820137,25575,4556,21019,4,appended,pythonlearn
tree,0.761708693,0.587387764,0.854584555,25575,4556,21019,4,appended,pythonlearn
ensemble,0.759918772,0.594144048,0.856304985,25575,4556,21019,4,appended,pythonlearn
bn,0.500837047,0.285714286,0.774584899,21019,4696,16323,5,sum,pythonlearn
tree,0.5,,0.776583091,21019,4696,16323,5,sum,pythonlearn
ensemble,0.5,,0.776583091,21019,4696,16323,5,sum,pythonlearn
bn,0.506099145,0.336683417,0.747717944,16323,3988,12335,6,sum,pythonlearn
tree,0.5,,0.755682166,16323,3988,12335,6,sum,pythonlearn
ensemble,0.5,,0.755682166,16323,3988,12335,6,sum,pythonlearn
bn,0.5,,0.779635645,106215,23406,82809,0,sum,pythonlearn
tree,0.794643373,0.550557313,0.810638799,106215,23406,82809,0,sum,pythonlearn
ensemble,0.746054767,0.550514706,0.805507697,106215,23406,82809,0,sum,pythonlearn
bn,0.829171027,0.4889405,0.767067891,21019,4696,16323,5,only,pythonlearn
tree,0.778144266,0.629074185,0.838003711,21019,4696,16323,5,only,pythonlearn
ensemble,0.778613896,0.628463225,0.837908559,21019,4696,16323,5,only,pythonlearn
bn,0.589635961,0.318031235,0.569455846,34108,8533,25575,3,sum,pythonlearn
tree,0.5,,0.749824088,34108,8533,25575,3,sum,pythonlearn
ensemble,0.5,,0.749824088,34108,8533,25575,3,sum,pythonlearn
bn,0.815592535,0.467125463,0.747038394,21019,4696,16323,5,appended,pythonlearn
tree,0.785941084,0.610276387,0.833150959,21019,4696,16323,5,appended,pythonlearn
ensemble,0.782274623,0.621256039,0.836290975,21019,4696,16323,5,appended,pythonlearn
bn,0.615874575,0.329315934,0.466201613,46733,12625,34108,2,appended,pythonlearn
tree,0.798402173,0.660910964,0.826760533,46733,12625,34108,2,appended,pythonlearn
ensemble,0.797936972,0.661581236,0.826846126,46733,12625,34108,2,appended,pythonlearn
bn,0.816706992,0.495719742,0.751700055,16323,3988,12335,6,appended,pythonlearn
tree,0.795964149,0.632368936,0.830239539,16323,3988,12335,6,appended,pythonlearn
ensemble,0.794488848,0.648089172,0.835446915,16323,3988,12335,6,appended,pythonlearn
bn,0.62847356,0.668386146,0.822900427,59012,12279,46733,12,appended,pythonlearn
tree,1,1,1,59012,12279,46733,12,appended,pythonlearn
ensemble,1,1,1,59012,12279,46733,12,appended,pythonlearn
bn,0.5,,0.779635645,106215,23406,82809,0,appended,pythonlearn
tree,0.794643373,0.550557313,0.810638799,106215,23406,82809,0,appended,pythonlearn
ensemble,0.744016005,0.547538575,0.804001318,106215,23406,82809,0,appended,pythonlearn
bn,0.824997825,0.510179153,0.764871653,16323,3988,12335,6,only,pythonlearn
tree,0.779962181,0.645130641,0.830545856,16323,3988,12335,6,only,pythonlearn
ensemble,0.781641093,0.641403509,0.829749433,16323,3988,12335,6,only,pythonlearn
bn,0.79668455,0.474530197,0.724551425,34108,8533,25575,3,only,pythonlearn
tree,0.759972703,0.637772341,0.81916266,34108,8533,25575,3,only,pythonlearn
ensemble,0.759582136,0.637731887,0.819045385,34108,8533,25575,3,only,pythonlearn
bn,0.605615157,0.216104392,0.871486954,63620,4608,59012,11,appended,pythonlearn
tree,0.846418338,0.523374448,0.932395473,63620,4608,59012,11,appended,pythonlearn
ensemble,0.834648207,0.524577209,0.932458346,63620,4608,59012,11,appended,pythonlearn
bn,0.509956146,0.450106157,0.662099716,12335,4121,8214,7,sum,pythonlearn
tree,0.5,,0.665910012,12335,4121,8214,7,sum,pythonlearn
ensemble,0.499939128,0,0.665828942,12335,4121,8214,7,sum,pythonlearn
bn,0.539140927,0.546346093,0.54017531,8214,4070,4144,8,sum,pythonlearn
tree,0.5,,0.504504505,8214,4070,4144,8,sum,pythonlearn
ensemble,0.5,,0.504504505,8214,4070,4144,8,sum,pythonlearn
bn,0.804490348,0.596111634,0.765301986,12335,4121,8214,7,appended,pythonlearn
tree,0.79859253,0.685463122,0.80616133,12335,4121,8214,7,appended,pythonlearn
ensemble,0.795585342,0.698651685,0.809241994,12335,4121,8214,7,appended,pythonlearn
bn,0.550371014,0.198836476,0.299665495,82809,15027,67782,1,sum,pythonlearn
tree,0.521066057,0.544880785,0.820079943,82809,15027,67782,1,sum,pythonlearn
ensemble,0.517477696,0.551160791,0.819971259,82809,15027,67782,1,sum,pythonlearn
bn,0.582136736,0.152556818,0.866424715,67782,4162,63620,10,appended,pythonlearn
tree,0.744616597,0.53681592,0.942964209,67782,4162,63620,10,appended,pythonlearn
ensemble,0.561667316,0.345315262,0.930851849,67782,4162,63620,10,appended,pythonlearn
bn,0.765926641,0.695692026,0.764426589,8214,4070,4144,8,appended,pythonlearn
tree,0.779602492,0.771579707,0.779522766,8214,4070,4144,8,appended,pythonlearn
ensemble,0.776382064,0.779389695,0.776479182,8214,4070,4144,8,appended,pythonlearn
bn,1,1,1,4,2,2,2,only,questionnairedesign
tree,1,1,1,4,2,2,2,only,questionnairedesign
ensemble,1,1,1,4,2,2,2,only,questionnairedesign
bn,1,1,1,4,2,2,2,appended,questionnairedesign
tree,1,1,1,4,2,2,2,appended,questionnairedesign
ensemble,1,1,1,4,2,2,2,appended,questionnairedesign
bn,0.5,,0.571428571,7,3,4,0,only,questionnairedesign
tree,0.875,0.75,0.857142857,7,3,4,0,only,questionnairedesign
ensemble,0.875,0.75,0.857142857,7,3,4,0,only,questionnairedesign
bn,0.75,0.666666667,0.75,4,2,2,2,sum,questionnairedesign
tree,0.5,,0.5,4,2,2,2,sum,questionnairedesign
ensemble,0.5,,0.5,4,2,2,2,sum,questionnairedesign
bn,0.5,,0.571428571,7,3,4,0,sum,questionnairedesign
tree,0.875,0.75,0.857142857,7,3,4,0,sum,questionnairedesign
ensemble,0.875,0.75,0.857142857,7,3,4,0,sum,questionnairedesign
bn,0.5,,0.571428571,7,3,4,0,appended,questionnairedesign
tree,0.875,0.75,0.857142857,7,3,4,0,appended,questionnairedesign
ensemble,0.875,0.75,0.857142857,7,3,4,0,appended,questionnairedesign
bn,0.828144955,0.570063694,0.827827828,1998,432,1566,7,only,sleep
tree,0.822198276,0.657894737,0.861861862,1998,432,1566,7,only,sleep
ensemble,0.816012133,0.661122661,0.861361361,1998,432,1566,7,only,sleep
bn,0.583194973,0.182025028,0.36329588,3471,533,2938,4,appended,sleep
tree,0.839761577,0.631825273,0.895131086,3471,533,2938,4,appended,sleep
ensemble,0.834809643,0.642394822,0.897147796,3471,533,2938,4,appended,sleep
bn,0.769178454,0.512882448,0.837438424,5684,956,4728,1,appended,sleep
tree,0.786633445,0.593837535,0.867171006,5684,956,4728,1,appended,sleep
ensemble,0.739277358,0.620689655,0.867522871,5684,956,4728,1,appended,sleep
bn,0.575421463,0.188946015,0.34275017,2938,479,2459,5,appended,sleep
tree,0.86793603,0.65391015,0.899931926,2938,479,2459,5,appended,sleep
ensemble,0.867095523,0.65442404,0.899931926,2938,479,2459,5,appended,sleep
bn,0.727051405,0.379787234,0.670670671,1998,432,1566,7,sum,sleep
tree,0.659003831,0.521246459,0.791291291,1998,432,1566,7,sum,sleep
ensemble,0.655012771,0.518731988,0.79029029,1998,432,1566,7,sum,sleep
bn,0.871020904,0.460652591,0.846826587,4002,531,3471,3,only,sleep
tree,0.833917675,0.531088083,0.879310345,4002,531,3471,3,only,sleep
ensemble,0.829708464,0.534391534,0.880309845,4002,531,3471,3,only,sleep
bn,0.879864153,0.497912317,0.866316842,4002,531,3471,3,appended,sleep
tree,0.847124764,0.577994429,0.895302349,4002,531,3471,3,appended,sleep
ensemble,0.830010401,0.585692996,0.896051974,4002,531,3471,3,appended,sleep
bn,0.856293315,0.507228916,0.841048332,2938,479,2459,5,only,sleep
tree,0.845718213,0.56017192,0.865554799,2938,479,2459,5,only,sleep
ensemble,0.831632935,0.564102564,0.865895167,2938,479,2459,5,only,sleep
bn,0.862213521,0.474747475,0.831641286,4728,726,4002,2,only,sleep
tree,0.791689899,0.545355191,0.864001692,4728,726,4002,2,only,sleep
ensemble,0.785927284,0.545758929,0.863790186,4728,726,4002,2,only,sleep
bn,0.5,,0.834164955,6814,1130,5684,0,appended,sleep
tree,0.815081458,0.537546934,0.851775756,6814,1130,5684,0,appended,sleep
ensemble,0.815081458,0.537546934,0.851775756,6814,1130,5684,0,appended,sleep
bn,0.5,,0.834164955,6814,1130,5684,0,only,sleep
tree,0.815081458,0.537546934,0.851775756,6814,1130,5684,0,only,sleep
ensemble,0.815081458,0.537546934,0.851775756,6814,1130,5684,0,only,sleep
bn,0.550297586,0.204775023,0.289548597,2459,461,1998,6,appended,sleep
tree,0.850000217,0.643478261,0.879625864,2459,461,1998,6,appended,sleep
ensemble,0.830893258,0.666023166,0.88247255,2459,461,1998,6,appended,sleep
bn,0.562096037,0.184,0.326072158,2938,479,2459,5,sum,sleep
tree,0.5,,0.836963921,2938,479,2459,5,sum,sleep
ensemble,0.5,,0.836963921,2938,479,2459,5,sum,sleep
bn,0.500988503,0.193548387,0.825123153,5684,956,4728,1,sum,sleep
tree,0.5,,0.831808586,5684,956,4728,1,sum,sleep
ensemble,0.498513706,0.05,0.828641802,5684,956,4728,1,sum,sleep
bn,0.558389208,0.239738251,0.345845846,1998,432,1566,7,appended,sleep
tree,0.850694444,0.668571429,0.872372372,1998,432,1566,7,appended,sleep
ensemble,0.849656769,0.672447013,0.873373373,1998,432,1566,7,appended,sleep
bn,0.849003016,0.565846599,0.84953233,2459,461,1998,6,only,sleep
tree,0.84090761,0.608910891,0.866205775,2459,461,1998,6,only,sleep
ensemble,0.834733323,0.613945578,0.867019113,2459,461,1998,6,only,sleep
bn,0.5,,0.834164955,6814,1130,5684,0,sum,sleep
tree,0.815081458,0.537546934,0.851775756,6814,1130,5684,0,sum,sleep
ensemble,0.815081458,0.537546934,0.851775756,6814,1130,5684,0,sum,sleep
bn,0.874885852,0.525274725,0.859694613,3471,533,2938,4,only,sleep
tree,0.836710721,0.588825215,0.882166523,3471,533,2938,4,only,sleep
ensemble,0.836880905,0.589670014,0.882454624,3471,533,2938,4,only,sleep
bn,0.881195766,0.474008208,0.83037225,4728,726,4002,2,appended,sleep
tree,0.763912465,0.616262482,0.880922166,4728,726,4002,2,appended,sleep
ensemble,0.762221162,0.617266187,0.880922166,4728,726,4002,2,appended,sleep
bn,0.795951198,0.336519115,0.708967851,4728,726,4002,2,sum,sleep
tree,0.5,,0.846446701,4728,726,4002,2,sum,sleep
ensemble,0.5,,0.846446701,4728,726,4002,2,sum,sleep
bn,0.768507119,0.379047619,0.709231395,2459,461,1998,6,sum,sleep
tree,0.5,,0.812525417,2459,461,1998,6,sum,sleep
ensemble,0.5,,0.812525417,2459,461,1998,6,sum,sleep
bn,0.839432049,0.498166259,0.830752991,5684,956,4728,1,only,sleep
tree,0.813317262,0.542857143,0.851864884,5684,956,4728,1,only,sleep
ensemble,0.796315372,0.546110666,0.852040816,5684,956,4728,1,only,sleep
bn,0.540142622,0.166035136,0.28781331,3471,533,2938,4,sum,sleep
tree,0.5,,0.846441948,3471,533,2938,4,sum,sleep
ensemble,0.5,,0.846441948,3471,533,2938,4,sum,sleep
bn,0.789178944,0.301265823,0.710394803,4002,531,3471,3,sum,sleep
tree,0.5,,0.867316342,4002,531,3471,3,sum,sleep
ensemble,0.766205704,0,0.405547226,4002,531,3471,3,sum,sleep
bn,0.887402266,0.451269935,0.85467944,6785,821,5964,4,only,sna
tree,0.829611755,0.522804054,0.886956522,6785,821,5964,4,only,sna
ensemble,0.825366021,0.528645833,0.888725129,6785,821,5964,4,only,sna
bn,0.5,,0.734157303,17800,4732,13068,0,appended,sna
tree,0.798066962,0.594727648,0.801179775,17800,4732,13068,0,appended,sna
ensemble,0.79772083,0.594659037,0.801067416,17800,4732,13068,0,appended,sna
bn,0.669911927,0.181318681,0.558646617,5320,608,4712,6,sum,sna
tree,0.5,,0.885714286,5320,608,4712,6,sum,sna
ensemble,0.5,,0.885714286,5320,608,4712,6,sum,sna
bn,0.827723227,0.520598559,0.781450872,13068,3079,9989,1,appended,sna
tree,0.755635372,0.622029544,0.822543618,13068,3079,9989,1,appended,sna
ensemble,0.751765916,0.624548736,0.822467095,13068,3079,9989,1,appended,sna
bn,0.5,,0.734157303,17800,4732,13068,0,only,sna
tree,0.798066962,0.594727648,0.801179775,17800,4732,13068,0,only,sna
ensemble,0.797682569,0.594564526,0.801011236,17800,4732,13068,0,only,sna
bn,0.650665156,0.220844812,0.699778924,6785,821,5964,4,sum,sna
tree,0.5,,0.878997789,6785,821,5964,4,sum,sna
ensemble,0.5,,0.878997789,6785,821,5964,4,sum,sna
bn,0.5,,0.734157303,17800,4732,13068,0,sum,sna
tree,0.798066962,0.594727648,0.801179775,17800,4732,13068,0,sum,sna
ensemble,0.79712511,0.594366645,0.800786517,17800,4732,13068,0,sum,sna
bn,0.848851204,0.515217987,0.806687356,9989,2042,7947,2,appended,sna
tree,0.738078741,0.609424084,0.837421163,9989,2042,7947,2,appended,sna
ensemble,0.735097956,0.609872611,0.837020723,9989,2042,7947,2,appended,sna
bn,0.695402738,0.288135593,0.577249576,4712,867,3845,7,sum,sna
tree,0.5,,0.816001698,4712,867,3845,7,sum,sna
ensemble,0.5,,0.816001698,4712,867,3845,7,sum,sna
bn,0.687508173,0.180322364,0.572769953,5964,644,5320,5,sum,sna
tree,0.5,,0.892018779,5964,644,5320,5,sum,sna
ensemble,0.5,,0.892018779,5964,644,5320,5,sum,sna
bn,0.62913977,0.3350981,0.689558514,9989,2042,7947,2,sum,sna
tree,0.504927663,0.386363636,0.79357293,9989,2042,7947,2,sum,sna
ensemble,0.50704804,0.407079646,0.79347282,9989,2042,7947,2,sum,sna
bn,0.867568812,0.443538524,0.818925381,7947,1162,6785,3,appended,sna
tree,0.741961614,0.630676085,0.886372216,7947,1162,6785,3,appended,sna
ensemble,0.739256193,0.634121274,0.886623883,7947,1162,6785,3,appended,sna
bn,0.827727844,0.524228251,0.784205693,13068,3079,9989,1,only,sna
tree,0.78304472,0.586870551,0.814814815,13068,3079,9989,1,only,sna
ensemble,0.781260735,0.588847385,0.815350474,13068,3079,9989,1,only,sna
bn,0.742229866,0.391912269,0.643709826,13068,3079,9989,1,sum,sna
tree,0.510574054,0.550632911,0.765610652,13068,3079,9989,1,sum,sna
ensemble,0.510136938,0.545454545,0.765457606,13068,3079,9989,1,sum,sna
bn,0.63717671,0.255310621,0.700138417,7947,1162,6785,3,sum,sna
tree,0.5,,0.853781301,7947,1162,6785,3,sum,sna
ensemble,0.5,,0.853781301,7947,1162,6785,3,sum,sna
bn,0.540023944,0.130927835,0.245836404,6785,821,5964,4,appended,sna
tree,0.741910149,0.601928375,0.900810612,6785,821,5964,4,appended,sna
ensemble,0.737708733,0.604225352,0.900810612,6785,821,5964,4,appended,sna
bn,0.541277589,0.124375851,0.263533835,5320,608,4712,6,appended,sna
tree,0.797379032,0.639344262,0.917669173,5320,608,4712,6,appended,sna
ensemble,0.77403438,0.650909091,0.916917293,5320,608,4712,6,appended,sna
bn,0.886758369,0.545214521,0.845076401,4712,867,3845,7,only,sna
tree,0.857018282,0.62907489,0.878183362,4712,867,3845,7,only,sna
ensemble,0.853818152,0.628216504,0.877334465,4712,867,3845,7,only,sna
bn,0.562514418,0.206807633,0.333404075,4712,867,3845,7,appended,sna
tree,0.843923638,0.669660679,0.888157895,4712,867,3845,7,appended,sna
ensemble,0.826990069,0.675159236,0.886035654,4712,867,3845,7,appended,sna
bn,0.875796057,0.468452895,0.835409589,7947,1162,6785,3,only,sna
tree,0.818726448,0.547241598,0.872530515,7947,1162,6785,3,only,sna
ensemble,0.808691657,0.552387268,0.873663017,7947,1162,6785,3,only,sna
bn,0.903289474,0.425342466,0.85546613,5964,644,5320,5,only,sna
tree,0.848287839,0.504960317,0.893695506,5964,644,5320,5,only,sna
ensemble,0.846498039,0.51010101,0.895372233,5964,644,5320,5,only,sna
bn,0.547327558,0.118664047,0.241113347,5964,644,5320,5,appended,sna
tree,0.77885747,0.571635311,0.908618377,5964,644,5320,5,appended,sna
ensemble,0.776691729,0.577548006,0.909624413,5964,644,5320,5,appended,sna
bn,0.889776104,0.458949097,0.866917293,5320,608,4712,6,only,sna
tree,0.855130518,0.540691193,0.89943609,5320,608,4712,6,only,sna
ensemble,0.849718803,0.543280182,0.9,5320,608,4712,6,only,sna
bn,0.846052361,0.514766768,0.806286916,9989,2042,7947,2,only,sna
tree,0.788233217,0.577981651,0.83471819,9989,2042,7947,2,only,sna
ensemble,0.77091476,0.580273271,0.833216538,9989,2042,7947,2,only,sna
